PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
UTAH26009,WALLSBURG TOWN WATER SYSTEM,Community water system,Ground water,Wasatch,-,400,,,
UTAH22019,WANSHIP COTTAGE SITES,Community water system,Ground water,Summit,-,79,,,
UTAH22017,WANSHIP MUTUAL WATER CO,Community water system,Ground water,Summit,-,325,,,
UTAH26059,WASATCH MOBILE HOME PARK,Community water system,Ground water,Wasatch,-,18,,,
UTAH27021,WASHINGTON CITY,Community water system,Surface water,Washington,-,"22,534",,,
UTAH27071,WASHINGTON COUNTY WCD - COTTAM,Community water system,Ground water,Washington,-,40,,,
UTAH27085,WASHINGTON COUNTY WCD - KAYENTA WATER,Community water system,Ground water,Washington,-,215,,,
UTAH27094,WASHINGTON COUNTY WCD - QUAIL LAKE,Community water system,Surface water,Washington,-,0,,,
UTAH27073,WASHINGTON COUNTY WCD - SAND HOLLOW,Community water system,Ground water,Washington,-,100,,,
UTAH29022,WASHINGTON TERRACE CITY WATER SYSTEM,Community water system,Surface water purchased,Weber,-,"9,200",,,
UTAH18006,WATERPRO INC,Community water system,Surface water,Salt Lake,-,"28,000",,,
UTAH29119,WAYPOINT ACADEMY,Community water system,Ground water,Weber,-,50,,,
UTAH18051,WEBB WELL WATER USERS,Community water system,Ground water,Salt Lake,-,250,,,
UTAH06008,WEBER BASIN JOB CORPS,Community water system,Surface water purchased,Davis,-,305,,,
UTAH29023,WEBER BASIN WCD - CENTRAL,Community water system,Surface water,Weber,-,0,,,
UTAH29109,WEBER BASIN WCD - NORTH,Community water system,Ground water,Weber,-,0,,,
UTAH06013,WEBER BASIN WCD - SOUTH,Community water system,Surface water,Davis,-,0,,,
UTAH04011,WELLINGTON CITY,Community water system,Surface water purchased,Carbon,-,"1,676",,,
UTAH03022,WELLSVILLE CITY WATER SYSTEM,Community water system,Ground water,Cache,-,"3,500",,,
UTAH23008,WENDOVER CITY WATER SYSTEM,Community water system,Surface water,Tooele,-,"1,400",,,
UTAH06014,WEST BOUNTIFUL CITY WATER SYSTEM,Community water system,Surface water purchased,Davis,-,"5,500",,,
UTAH02022,WEST CORINNE WATER CO,Community water system,Ground water,Box Elder,-,"1,275",,,
UTAH15009,WEST ENTERPRISE WTR ASSN,Community water system,Ground water,Morgan,-,35,,,
UTAH23001,WEST ERDA IMPROVEMENT DISTRICT,Community water system,Ground water,Tooele,-,53,,,
UTAH29120,WEST HAVEN SSD,Community water system,Ground water purchased,Weber,-,"2,000",,,
UTAH18020,WEST JORDAN CITY WATER SYSTEM,Community water system,Surface water purchased,Salt Lake,-,"108,000",,,
UTAH06020,WEST POINT CITY WATER SYSTEM,Community water system,Surface water purchased,Davis,-,"8,288",,,
UTAH11060,WEST SLOPE WATER CO.,Community water system,Ground water,Iron,-,0,,,
UTAH29094,WEST WARREN -WARREN IMPROVEMENT DISTRICT,Community water system,Surface water purchased,Weber,-,"1,030",,,
UTAH20048,WHISPERING PINES WATER CO,Community water system,Ground water,Sanpete,-,86,,,
UTAH18019,WHITE CITY WID,Community water system,Ground water,Salt Lake,-,"15,800",,,
UTAH25119,WHITE HILLS SUBDIVISION,Community water system,Ground water,Utah,-,419,,,
UT4900466,WHITEROCKS,Community water system,Ground water purchased,Uintah,-,200,,,
UTAH02024,WILLARD CITY WATER SYSTEM,Community water system,Ground water,Box Elder,-,"2,036",,,
UTAH02062,WILLOW CREEK WATER CO,Community water system,Ground water,Box Elder,-,125,,,
UTAH27049,WINCHESTER HILLS WATER CO,Community water system,Ground water,Washington,-,950,,,
UTAH26091,WOLF CREEK RANCH,Community water system,Ground water,Wasatch,-,50,,,
UTAH29013,WOLF CREEK WATER AND SEWER ID,Community water system,Ground water,Weber,-,"3,021",,,
UTAH22058,WOODENSHOE WATER COMPANY,Community water system,Ground water,Summit,-,76,,,
UT4900511,WOODLAND BENCH-WEBER BASI,Community water system,Ground water,Weber,OGDEN,200,,,
UTAH25028,WOODLAND HILLS CITY,Community water system,Ground water,Utah,-,"1,350",,,
UTAH22088,WOODLAND HILLS SUBDIVISION,Community water system,Ground water,Summit,-,200,,,
UTAH22018,WOODLAND MUTUAL WATER CO,Community water system,Ground water,Summit,-,186,,,
UTAH26052,WOODLAND SOUTH HILLS IRRIGATION,Community water system,Ground water,Wasatch,-,100,,,
UTAH17008,WOODRUFF TOWN WATER SYSTEM,Community water system,Ground water,Rich,-,234,,,
UTAH06021,WOODS CROSS CITY WATER SYSTEM,Community water system,Surface water purchased,Davis,-,"10,756",,,
UTAH27051,ZION CANYON WATER SYSTEM,Community water system,Ground water,Washington,-,"3,380",,,
UT4902044,-,Community water system,Surface water purchased,Carbon,-,120,,,
UT4903011,-,Community water system,Surface water purchased,Carbon,-,25,,,
