PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
NE3121394,HY VEE - KEARNEY,Transient non-community system,Purchased ground water under influence of surface water source,Buffalo,KEARNEY,26,,,
NE3120587,HY VEE 1185  NE0010  FREMONT,Transient non-community system,Ground water purchased,Dodge,FREMONT,25,,,
NE3121343,HY VEE 1385 LINCOLN,Transient non-community system,Surface water,Lancaster,LINCOLN,25,,,
NE3121344,HY VEE 1386 LINCOLN,Transient non-community system,Surface water,Lancaster,LINCOLN,25,,,
NE3121075,HY VEE 1387 LINCOLN,Transient non-community system,Purchased ground water under influence of surface water source,Lancaster,LINCOLN,30,,,
NE3121090,HY VEE 1388 NE0102 LINCOLN,Transient non-community system,Purchased ground water under influence of surface water source,Lancaster,LINCOLN,25,,,
NE3121087,HY VEE 1390 NE0112 LINCOLN,Transient non-community system,Purchased ground water under influence of surface water source,Lancaster,LINCOLN,25,,,
NE3120644,HY VEE 1460 - NORFOLK,Transient non-community system,Ground water purchased,Madison,NORFOLK,25,,,
NE3121142,HY VEE 1461 NE0125  - NORFOLK,Transient non-community system,Ground water purchased,Madison,NORFOLK,25,,,
NE3121317,HY VEE 1465 A OMAHA,Transient non-community system,Unknown Primary Source,-,-,25,,,
NE3121089,HY VEE 1465 NE0064 OMAHA,Transient non-community system,Surface water purchased,Douglas,OMAHA,45,,,
NE3121086,HY VEE 1466 NE0074 OMAHA,Transient non-community system,Surface water purchased,Douglas,-,25,,,
NE3121083,HY VEE 1467 OMAHA,Transient non-community system,Surface water purchased,Douglas,-,25,,,
NE3121079,HY VEE 1470 NE0107 OMAHA,Transient non-community system,Surface water purchased,Douglas,OMAHA,25,,,
NE3120562,HY VEE 1471 NE0017 OMAHA,Transient non-community system,Surface water purchased,Douglas,-,25,,,
NE3121345,HY VEE 1474 OMAHA,Transient non-community system,Surface water purchased,Douglas,OMAHA,25,,,
NE3121064,HY VEE 1535  NEOO16 OMAHA,Transient non-community system,Ground water purchased,Douglas,OMAHA,25,,,
NE3120507,HY VEE FOOD STORE (LINCOLN),Transient non-community system,Ground water purchased,Lancaster,JUNIATA,25,,,
NE3121314,HY VEE FOOD STORE - OMAHA #3,Transient non-community system,Surface water purchased,Douglas,OMAHA,24,,,
NE3121028,HY VEE O26 B OMAHA,Transient non-community system,Surface water purchased,Douglas,OMAHA,25,,,
NE3120529,HY VEE WILLIAMSBURG,Transient non-community system,Purchased ground water under influence of surface water source,Lancaster,LINCOLN,25,,,
NE3121318,HY VEE WT026,Transient non-community system,Surface water purchased,Douglas,OMAHA,100,,,
NE3120714,HY-VEE (COLUMBUS),Transient non-community system,Ground water,Platte,-,25,,,
NE3120793,HYMARK GOLF COURSE,Transient non-community system,Ground water,Lancaster,-,25,,,
NE3150700,I-80 66 STATION,Transient non-community system,Ground water,York,YORK,25,,,
NE3120960,I-80 LAKESIDE CAMPGROUND LLC,Transient non-community system,Ground water,Lincoln,NORTH PLATTE,25,,,
NE3120871,I-80 SPEEDWAY,Transient non-community system,Ground water,Cass,-,25,,,
NE3120467,I-80 STANDARD,Transient non-community system,Ground water,York,-,25,,,
NE3150342,I80 PHILLIPS 66,Transient non-community system,Ground water,Hamilton,YORK,25,,,
NE3121457,IAIN NICLSN AUDUBON CNTR-ROWE SANCTUARY,Transient non-community system,Ground water,Buffalo,GIBBON,330,,,
NE3150507,IDEAL CEMENT CO,Transient non-community system,Ground water,Nuckolls,-,25,,,
NE3120661,IDEAL SUPERMARKET,Transient non-community system,Ground water purchased,Nuckolls,-,25,,,
NE3121420,IGA MARKETPLACE,Transient non-community system,Ground water purchased,Lancaster,LINCOLN,25,,,
NE3150339,IMMANUEL LUTHERAN CHURCH AND SCHOOL,Transient non-community system,Ground water,Hamilton,POLK,25,,,
NE3150133,IMMANUEL LUTHERAN SCHOOL,Transient non-community system,Ground water,Greeley,-,25,,,
NE3150498,INDEPENDENT AUTO AND CAFE,Transient non-community system,Ground water,Merrick,-,25,,,
NE3150550,INDIAN CAVE STATE PARK - NG & PC,Transient non-community system,Ground water,Richardson,SHUBERT,280,,,
NE3150435,INDIAN MEADOWS GOLF COURSE,Transient non-community system,Ground water,Lincoln,NORTH PLATTE,200,,,
NE3150138,INDIAN TRAILS COUNTRY CLUB,Transient non-community system,Ground water,Cuming,BEEMER,25,,,
NE3150324,INDIANHEAD GOLF CLUB,Transient non-community system,Ground water,Hall,GRAND ISLAND,25,,,
NE3121283,INLAND SEAS MOBILE HOME PARK,Transient non-community system,Ground water,Keith,KEYSTONE,30,,,
NE3150440,INTERSTATE MOBIL,Transient non-community system,Ground water,Lincoln,-,25,,,
NE3150194,IRON MIKE,Transient non-community system,Ground water,Kimball,-,25,,,
NE3120435,IRONHORSE STEAKHOUSE,Transient non-community system,Ground water,McPherson,TRYON,25,,,
NE3120786,J AND L TRAILER COURT,Transient non-community system,Ground water,Dawes,-,44,,,
NE3120321,J RESTAURANT,Transient non-community system,Ground water,Buffalo,-,25,,,
NE3150076,JA BALDWIN MFG CO,Transient non-community system,Ground water,Colfax,-,25,,,
