PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
IN5250004,CULVER EDUCATIONAL FOUNDATION,Community water system,Ground water,Marshall,CULVER,"1,440",,,
IN5250011,"CULVER MILITARY ACADEMY,",Community water system,Surface water,Marshall,-,30,,,
IN5250013,CULVER MLTY ACADEMY MAIN,Community water system,Surface water,Marshall,-,25,,,
IN5250005,CULVER WATER DEPARTMENT,Community water system,Ground water,Marshall,CULVER,"1,391",,,
IN5243005,CULVERS HILL - NORTH WEBSTER,Community water system,Ground water,Kosciusko,NORTH WEBSTER,75,,,
IN5265004,CYNTHIANA WATER WORKS,Community water system,Surface water purchased,Posey,CYNTHIANA,699,,,
IN5274002,DALE WATER WORKS,Community water system,Surface water purchased,Spencer,DALE,"1,635",,,
IN5218027,DALEVILLE (TOWN OF),Community water system,Ground water,Delaware,DALEVILLE,"1,560",,,
IN5283005,DANA WATER WORKS,Community water system,Ground water,Vermillion,DANA,800,,,
IN5232004,DANVILLE WATER WORKS,Community water system,Ground water,Hendricks,DANVILLE,"8,000",,,
IN5254003,DARLINGTON WATER,Community water system,Ground water,Montgomery,DARLINGTON,840,,,
IN5214002,DAVIESS COUNTY RURAL WATER,Community water system,Ground water purchased,Daviess,WASHINGTON,"7,118",,,
IN5203003,DAVIS MOBILE HOME PARK,Community water system,Ground water,Bartholomew,WOODBURN,25,,,
IN5279021,DAYTON WATER UTILITY,Community water system,Ground water purchased,Tippecanoe,DAYTON,"1,420",,,
IN5245066,DBL TREE WINFIELD WATER WORKS,Community water system,Ground water,-,-,25,,,
IN5216008,DECATUR CO. WATER CORP.,Community water system,Surface water purchased,Decatur,GREENSBURG,"2,902",,,
IN5216009,DECATUR CO. WATER CORP. (WEST),Community water system,Surface water purchased,Decatur,GREENSBURG,230,,,
IN5201002,DECATUR WATER DEPARTMENT,Community water system,Ground water,Adams,DECATUR,"9,400",,,
IN5242004,DECKER WATER WORKS,Community water system,Ground water,Knox,DECKER,273,,,
IN5252007,DEER CREEK ESTATES HOME WATER ASSOC.,Community water system,Ground water,Miami,-,265,,,
IN5232011,DEER PATH UTILITY,Community water system,Ground water,Morgan,GREENFIELD,119,,,
IN5227004,DEERWOOD MOBILE HOME PARK,Community water system,Ground water,Grant,MARION,41,,,
IN5218005,DELAWARE ACRES MHC,Community water system,Ground water,Delaware,MUNCIE,126,,,
IN5208002,DELPHI WATER WORKS,Community water system,Ground water,Carroll,DELPHI,"3,200",,,
IN5237007,DEMOTTE MOBILE HOME PARK - STAMAC II,Community water system,Ground water,Jasper,DEMOTTE,95,,,
IN5215002,DILLSBORO WATER WORKS,Community water system,Ground water purchased,Dearborn,DILLSBORO,"1,975",,,
IN5234011,DIXON WOODS APARTMENTS,Community water system,Ground water,Howard,KOKOMO,25,,,
IN5206013,DON SUTTON,Community water system,Ground water,Boone,WOODBURN,68,,,
IN5264005,DONS TRAILER COURT,Community water system,Ground water,Porter,-,110,,,
IN5203011,"DRIFTSIDE VENTURE, LLC",Community water system,Ground water,Bartholomew,WOODBURN,500,,,
IN5289005,DUBLIN MUNICIPAL WATER WORKS,Community water system,Ground water,Wayne,DUBLIN,790,,,
